//------------------------------------------------------------------------------
//--  Generated by TunerStudio 
//--  Date: 1-20-2024
//--  Time: 15:1
//--  This file merely records what was sent to your Controller,        
//--  and may be deleted at any time.                                                    
//--  Selected type: AFR Table 
//------------------------------------------------------------------------------

//-- generated using refTable Generator:linearGenerator
//-- Table Identifier:002//-- generated by Custom linear generator using user input data:
//-- Volts:0.0, 5.0     AFR:7.4, 22.39
//----------------------------------------------------------//
ADC 	Value 	MSVal 	volts
225	10.69	107 	1.099
226	10.71	107 	1.104
227	10.72	107 	1.108
228	10.74	107 	1.113
229	10.75	108 	1.118
230	10.77	108 	1.123
231	10.78	108 	1.128
232	10.80	108 	1.133
233	10.81	108 	1.138
234	10.83	108 	1.143
235	10.84	108 	1.147
236	10.85	109 	1.152
237	10.87	109 	1.157
238	10.88	109 	1.162
239	10.90	109 	1.167
240	10.91	109 	1.172
241	10.93	109 	1.177
242	10.94	109 	1.182
243	10.96	110 	1.187
244	10.97	110 	1.191
245	10.99	110 	1.196
246	11.00	110 	1.201
247	11.02	110 	1.206
248	11.03	110 	1.211
249	11.05	110 	1.216
250	11.06	111 	1.221
251	11.07	111 	1.226
252	11.09	111 	1.230
253	11.10	111 	1.235
254	11.12	111 	1.240
255	11.13	111 	1.245
256	11.15	111 	1.250
257	11.16	112 	1.255
258	11.18	112 	1.260
259	11.19	112 	1.265
260	11.21	112 	1.270
261	11.22	112 	1.274
262	11.24	112 	1.279
263	11.25	112 	1.284
264	11.26	113 	1.289
265	11.28	113 	1.294
266	11.29	113 	1.299
267	11.31	113 	1.304
268	11.32	113 	1.309
269	11.34	113 	1.313
270	11.35	114 	1.318
271	11.37	114 	1.323
272	11.38	114 	1.328
273	11.40	114 	1.333
274	11.41	114 	1.338
275	11.43	114 	1.343
276	11.44	114 	1.348
277	11.45	115 	1.353
278	11.47	115 	1.357
279	11.48	115 	1.362
280	11.50	115 	1.367
281	11.51	115 	1.372
282	11.53	115 	1.377
283	11.54	115 	1.382
284	11.56	116 	1.387
285	11.57	116 	1.392
286	11.59	116 	1.396
287	11.60	116 	1.401
288	11.62	116 	1.406
289	11.63	116 	1.411
290	11.65	116 	1.416
291	11.66	117 	1.421
292	11.67	117 	1.426
293	11.69	117 	1.431
294	11.70	117 	1.436
295	11.72	117 	1.440
296	11.73	117 	1.445
297	11.75	117 	1.450
298	11.76	118 	1.455
299	11.78	118 	1.460
300	11.79	118 	1.465
301	11.81	118 	1.470
302	11.82	118 	1.475
303	11.84	118 	1.479
304	11.85	119 	1.484
305	11.86	119 	1.489
306	11.88	119 	1.494
307	11.89	119 	1.499
308	11.91	119 	1.504
309	11.92	119 	1.509
310	11.94	119 	1.514
311	11.95	120 	1.519
312	11.97	120 	1.523
313	11.98	120 	1.528
314	12.00	120 	1.533
315	12.01	120 	1.538
316	12.03	120 	1.543
317	12.04	120 	1.548
318	12.06	121 	1.553
319	12.07	121 	1.558
320	12.08	121 	1.563
321	12.10	121 	1.567
322	12.11	121 	1.572
323	12.13	121 	1.577
324	12.14	121 	1.582
325	12.16	122 	1.587
326	12.17	122 	1.592
327	12.19	122 	1.597
328	12.20	122 	1.602
329	12.22	122 	1.606
330	12.23	122 	1.611
331	12.25	122 	1.616
332	12.26	123 	1.621
333	12.27	123 	1.626
334	12.29	123 	1.631
335	12.30	123 	1.636
336	12.32	123 	1.641
337	12.33	123 	1.646
338	12.35	123 	1.650
339	12.36	124 	1.655
340	12.38	124 	1.660
341	12.39	124 	1.665
342	12.41	124 	1.670
343	12.42	124 	1.675
344	12.44	124 	1.680
345	12.45	125 	1.685
346	12.46	125 	1.689
347	12.48	125 	1.694
348	12.49	125 	1.699
349	12.51	125 	1.704
350	12.52	125 	1.709
351	12.54	125 	1.714
352	12.55	126 	1.719
353	12.57	126 	1.724
354	12.58	126 	1.729
355	12.60	126 	1.733
356	12.61	126 	1.738
357	12.63	126 	1.743
358	12.64	126 	1.748
359	12.66	127 	1.753
360	12.67	127 	1.758
361	12.68	127 	1.763
362	12.70	127 	1.768
363	12.71	127 	1.772
364	12.73	127 	1.777
365	12.74	127 	1.782
366	12.76	128 	1.787
367	12.77	128 	1.792
368	12.79	128 	1.797
369	12.80	128 	1.802
370	12.82	128 	1.807
371	12.83	128 	1.812
372	12.85	128 	1.816
373	12.86	129 	1.821
374	12.87	129 	1.826
375	12.89	129 	1.831
376	12.90	129 	1.836
377	12.92	129 	1.841
378	12.93	129 	1.846
379	12.95	129 	1.851
380	12.96	130 	1.855
381	12.98	130 	1.860
382	12.99	130 	1.865
383	13.01	130 	1.870
384	13.02	130 	1.875
385	13.04	130 	1.880
386	13.05	131 	1.885
387	13.07	131 	1.890
388	13.08	131 	1.895
389	13.09	131 	1.899
390	13.11	131 	1.904
391	13.12	131 	1.909
392	13.14	131 	1.914
393	13.15	132 	1.919
394	13.17	132 	1.924
395	13.18	132 	1.929
396	13.20	132 	1.934
397	13.21	132 	1.938
398	13.23	132 	1.943
399	13.24	132 	1.948
400	13.26	133 	1.953
401	13.27	133 	1.958
402	13.28	133 	1.963
403	13.30	133 	1.968
404	13.31	133 	1.973
405	13.33	133 	1.978
406	13.34	133 	1.982
407	13.36	134 	1.987
408	13.37	134 	1.992
409	13.39	134 	1.997
410	13.40	134 	2.002
411	13.42	134 	2.007
412	13.43	134 	2.012
413	13.45	134 	2.017
414	13.46	135 	2.021
415	13.48	135 	2.026
416	13.49	135 	2.031
417	13.50	135 	2.036
418	13.52	135 	2.041
419	13.53	135 	2.046
420	13.55	135 	2.051
421	13.56	136 	2.056
422	13.58	136 	2.061
423	13.59	136 	2.065
424	13.61	136 	2.070
425	13.62	136 	2.075
426	13.64	136 	2.080
427	13.65	137 	2.085
428	13.67	137 	2.090
429	13.68	137 	2.095
430	13.69	137 	2.100
431	13.71	137 	2.104
432	13.72	137 	2.109
433	13.74	137 	2.114
434	13.75	138 	2.119
435	13.77	138 	2.124
436	13.78	138 	2.129
437	13.80	138 	2.134
438	13.81	138 	2.139
439	13.83	138 	2.144
440	13.84	138 	2.148
441	13.86	139 	2.153
442	13.87	139 	2.158
443	13.88	139 	2.163
444	13.90	139 	2.168
445	13.91	139 	2.173
446	13.93	139 	2.178
447	13.94	139 	2.183
448	13.96	140 	2.188
449	13.97	140 	2.192
450	13.99	140 	2.197
451	14.00	140 	2.202
452	14.02	140 	2.207
453	14.03	140 	2.212
454	14.05	140 	2.217
455	14.06	141 	2.222
456	14.08	141 	2.227
457	14.09	141 	2.231
458	14.10	141 	2.236
459	14.12	141 	2.241
460	14.13	141 	2.246
461	14.15	141 	2.251
462	14.16	142 	2.256
463	14.18	142 	2.261
464	14.19	142 	2.266
465	14.21	142 	2.271
466	14.22	142 	2.275
467	14.24	142 	2.280
468	14.25	143 	2.285
469	14.27	143 	2.290
470	14.28	143 	2.295
471	14.29	143 	2.300
472	14.31	143 	2.305
473	14.32	143 	2.310
474	14.34	143 	2.314
475	14.35	144 	2.319
476	14.37	144 	2.324
477	14.38	144 	2.329
478	14.40	144 	2.334
479	14.41	144 	2.339
480	14.43	144 	2.344
481	14.44	144 	2.349
482	14.46	145 	2.354
483	14.47	145 	2.358
484	14.49	145 	2.363
485	14.50	145 	2.368
486	14.51	145 	2.373
487	14.53	145 	2.378
488	14.54	145 	2.383
489	14.56	146 	2.388
490	14.57	146 	2.393
491	14.59	146 	2.397
492	14.60	146 	2.402
493	14.62	146 	2.407
494	14.63	146 	2.412
495	14.65	146 	2.417
496	14.66	147 	2.422
497	14.68	147 	2.427
498	14.69	147 	2.432
499	14.70	147 	2.437
500	14.72	147 	2.441
501	14.73	147 	2.446
502	14.75	147 	2.451
503	14.76	148 	2.456
504	14.78	148 	2.461
505	14.79	148 	2.466
506	14.81	148 	2.471
507	14.82	148 	2.476
508	14.84	148 	2.480
509	14.85	149 	2.485
510	14.87	149 	2.490
511	14.88	149 	2.495
512	14.90	149 	2.500
513	14.91	149 	2.505
514	14.92	149 	2.510
515	14.94	149 	2.515
516	14.95	150 	2.520
517	14.97	150 	2.524
518	14.98	150 	2.529
519	15.00	150 	2.534
520	15.01	150 	2.539
521	15.03	150 	2.544
522	15.04	150 	2.549
523	15.06	151 	2.554
524	15.07	151 	2.559
525	15.09	151 	2.563
526	15.10	151 	2.568
527	15.11	151 	2.573
528	15.13	151 	2.578
529	15.14	151 	2.583
530	15.16	152 	2.588
531	15.17	152 	2.593
532	15.19	152 	2.598
533	15.20	152 	2.603
534	15.22	152 	2.607
535	15.23	152 	2.612
536	15.25	152 	2.617
537	15.26	153 	2.622
538	15.28	153 	2.627
539	15.29	153 	2.632
540	15.30	153 	2.637
541	15.32	153 	2.642
542	15.33	153 	2.646
543	15.35	153 	2.651
544	15.36	154 	2.656
545	15.38	154 	2.661
546	15.39	154 	2.666
547	15.41	154 	2.671
548	15.42	154 	2.676
549	15.44	154 	2.681
550	15.45	155 	2.686
551	15.47	155 	2.690
552	15.48	155 	2.695
553	15.50	155 	2.700
554	15.51	155 	2.705
555	15.52	155 	2.710
556	15.54	155 	2.715
557	15.55	156 	2.720
558	15.57	156 	2.725
559	15.58	156 	2.729
560	15.60	156 	2.734
561	15.61	156 	2.739
562	15.63	156 	2.744
563	15.64	156 	2.749
564	15.66	157 	2.754
565	15.67	157 	2.759
566	15.69	157 	2.764
567	15.70	157 	2.769
568	15.71	157 	2.773
569	15.73	157 	2.778
570	15.74	157 	2.783
571	15.76	158 	2.788
572	15.77	158 	2.793
573	15.79	158 	2.798
574	15.80	158 	2.803
575	15.82	158 	2.808
576	15.83	158 	2.813
577	15.85	158 	2.817
578	15.86	159 	2.822
579	15.88	159 	2.827
580	15.89	159 	2.832
581	15.91	159 	2.837
582	15.92	159 	2.842
583	15.93	159 	2.847
584	15.95	159 	2.852
585	15.96	160 	2.856
586	15.98	160 	2.861
587	15.99	160 	2.866
588	16.01	160 	2.871
589	16.02	160 	2.876
590	16.04	160 	2.881
591	16.05	161 	2.886
592	16.07	161 	2.891
593	16.08	161 	2.896
594	16.10	161 	2.900
595	16.11	161 	2.905
596	16.12	161 	2.910
597	16.14	161 	2.915
598	16.15	162 	2.920
599	16.17	162 	2.925
600	16.18	162 	2.930
601	16.20	162 	2.935
602	16.21	162 	2.939
603	16.23	162 	2.944
604	16.24	162 	2.949
605	16.26	163 	2.954
606	16.27	163 	2.959
607	16.29	163 	2.964
608	16.30	163 	2.969
609	16.31	163 	2.974
610	16.33	163 	2.979
611	16.34	163 	2.983
612	16.36	164 	2.988
613	16.37	164 	2.993
614	16.39	164 	2.998
615	16.40	164 	3.003
616	16.42	164 	3.008
617	16.43	164 	3.013
618	16.45	164 	3.018
619	16.46	165 	3.022
620	16.48	165 	3.027
621	16.49	165 	3.032
622	16.51	165 	3.037
623	16.52	165 	3.042
624	16.53	165 	3.047
625	16.55	165 	3.052
626	16.56	166 	3.057
627	16.58	166 	3.062
628	16.59	166 	3.066
629	16.61	166 	3.071
630	16.62	166 	3.076
631	16.64	166 	3.081
632	16.65	167 	3.086
633	16.67	167 	3.091
634	16.68	167 	3.096
635	16.70	167 	3.101
636	16.71	167 	3.105
637	16.72	167 	3.110
638	16.74	167 	3.115
639	16.75	168 	3.120
640	16.77	168 	3.125
641	16.78	168 	3.130
642	16.80	168 	3.135
643	16.81	168 	3.140
644	16.83	168 	3.145
645	16.84	168 	3.149
646	16.86	169 	3.154
647	16.87	169 	3.159
648	16.89	169 	3.164
649	16.90	169 	3.169
650	16.92	169 	3.174
651	16.93	169 	3.179
652	16.94	169 	3.184
653	16.96	170 	3.188
654	16.97	170 	3.193
655	16.99	170 	3.198
656	17.00	170 	3.203
657	17.02	170 	3.208
658	17.03	170 	3.213
659	17.05	170 	3.218
660	17.06	171 	3.223
661	17.08	171 	3.228
662	17.09	171 	3.232
663	17.11	171 	3.237
664	17.12	171 	3.242
665	17.13	171 	3.247
666	17.15	171 	3.252
667	17.16	172 	3.257
668	17.18	172 	3.262
669	17.19	172 	3.267
670	17.21	172 	3.271
671	17.22	172 	3.276
672	17.24	172 	3.281
673	17.25	173 	3.286
674	17.27	173 	3.291
675	17.28	173 	3.296
676	17.30	173 	3.301
677	17.31	173 	3.306
678	17.33	173 	3.311
679	17.34	173 	3.315
680	17.35	174 	3.320
681	17.37	174 	3.325
682	17.38	174 	3.330
683	17.40	174 	3.335
684	17.41	174 	3.340
685	17.43	174 	3.345
686	17.44	174 	3.350
687	17.46	175 	3.354
688	17.47	175 	3.359
689	17.49	175 	3.364
690	17.50	175 	3.369
691	17.52	175 	3.374
692	17.53	175 	3.379
693	17.54	175 	3.384
694	17.56	176 	3.389
695	17.57	176 	3.394
696	17.59	176 	3.398
697	17.60	176 	3.403
698	17.62	176 	3.408
699	17.63	176 	3.413
700	17.65	176 	3.418
701	17.66	177 	3.423
702	17.68	177 	3.428
703	17.69	177 	3.433
704	17.71	177 	3.438
705	17.72	177 	3.442
706	17.73	177 	3.447
707	17.75	177 	3.452
708	17.76	178 	3.457
709	17.78	178 	3.462
710	17.79	178 	3.467
711	17.81	178 	3.472
712	17.82	178 	3.477
713	17.84	178 	3.481
714	17.85	179 	3.486
715	17.87	179 	3.491
716	17.88	179 	3.496
717	17.90	179 	3.501
718	17.91	179 	3.506
719	17.93	179 	3.511
720	17.94	179 	3.516
721	17.95	180 	3.521
722	17.97	180 	3.525
723	17.98	180 	3.530
724	18.00	180 	3.535
725	18.01	180 	3.540
726	18.03	180 	3.545
727	18.04	180 	3.550
728	18.06	181 	3.555
729	18.07	181 	3.560
730	18.09	181 	3.564
731	18.10	181 	3.569
732	18.12	181 	3.574
733	18.13	181 	3.579
734	18.14	181 	3.584
735	18.16	182 	3.589
736	18.17	182 	3.594
737	18.19	182 	3.599
738	18.20	182 	3.604
739	18.22	182 	3.608
740	18.23	182 	3.613
741	18.25	182 	3.618
742	18.26	183 	3.623
743	18.28	183 	3.628
744	18.29	183 	3.633
745	18.31	183 	3.638
746	18.32	183 	3.643
747	18.34	183 	3.647
748	18.35	183 	3.652
749	18.36	184 	3.657
750	18.38	184 	3.662
751	18.39	184 	3.667
752	18.41	184 	3.672
753	18.42	184 	3.677
754	18.44	184 	3.682
755	18.45	185 	3.687
756	18.47	185 	3.691
757	18.48	185 	3.696
758	18.50	185 	3.701
759	18.51	185 	3.706
760	18.53	185 	3.711
761	18.54	185 	3.716
762	18.55	186 	3.721
763	18.57	186 	3.726
764	18.58	186 	3.730
765	18.60	186 	3.735
766	18.61	186 	3.740
767	18.63	186 	3.745
768	18.64	186 	3.750
769	18.66	187 	3.755
770	18.67	187 	3.760
771	18.69	187 	3.765
772	18.70	187 	3.770
773	18.72	187 	3.774
774	18.73	187 	3.779
775	18.74	187 	3.784
776	18.76	188 	3.789
777	18.77	188 	3.794
778	18.79	188 	3.799
779	18.80	188 	3.804
780	18.82	188 	3.809
781	18.83	188 	3.813
782	18.85	188 	3.818
783	18.86	189 	3.823
784	18.88	189 	3.828
785	18.89	189 	3.833
786	18.91	189 	3.838
787	18.92	189 	3.843
788	18.94	189 	3.848
789	18.95	189 	3.853
790	18.96	190 	3.857
791	18.98	190 	3.862
792	18.99	190 	3.867
793	19.01	190 	3.872
794	19.02	190 	3.877
795	19.04	190 	3.882
796	19.05	191 	3.887
797	19.07	191 	3.892
798	19.08	191 	3.896
799	19.10	191 	3.901
800	19.11	191 	3.906
801	19.13	191 	3.911
802	19.14	191 	3.916
803	19.15	192 	3.921
804	19.17	192 	3.926
805	19.18	192 	3.931
806	19.20	192 	3.936
807	19.21	192 	3.940
808	19.23	192 	3.945
809	19.24	192 	3.950
810	19.26	193 	3.955
811	19.27	193 	3.960
812	19.29	193 	3.965
813	19.30	193 	3.970
814	19.32	193 	3.975
815	19.33	193 	3.979
816	19.35	193 	3.984
817	19.36	194 	3.989
818	19.37	194 	3.994
819	19.39	194 	3.999
820	19.40	194 	4.004
821	19.42	194 	4.009
822	19.43	194 	4.014
823	19.45	194 	4.019
824	19.46	195 	4.023
825	19.48	195 	4.028
826	19.49	195 	4.033
827	19.51	195 	4.038
828	19.52	195 	4.043
829	19.54	195 	4.048
830	19.55	196 	4.053
831	19.56	196 	4.058
832	19.58	196 	4.063
833	19.59	196 	4.067
834	19.61	196 	4.072
835	19.62	196 	4.077
836	19.64	196 	4.082
837	19.65	197 	4.087
838	19.67	197 	4.092
839	19.68	197 	4.097
840	19.70	197 	4.102
841	19.71	197 	4.106
842	19.73	197 	4.111
843	19.74	197 	4.116
844	19.76	198 	4.121
845	19.77	198 	4.126
846	19.78	198 	4.131
847	19.80	198 	4.136
848	19.81	198 	4.141
849	19.83	198 	4.146
850	19.84	198 	4.150
851	19.86	199 	4.155
852	19.87	199 	4.160
853	19.89	199 	4.165
854	19.90	199 	4.170
855	19.92	199 	4.175
856	19.93	199 	4.180
857	19.95	199 	4.185
858	19.96	200 	4.189
859	19.97	200 	4.194
860	19.99	200 	4.199
861	20.00	200 	4.204
862	20.02	200 	4.209
863	20.03	200 	4.214
864	20.05	200 	4.219
865	20.06	201 	4.224
866	20.08	201 	4.229
867	20.09	201 	4.233
868	20.11	201 	4.238
869	20.12	201 	4.243
870	20.14	201 	4.248
871	20.15	202 	4.253
872	20.16	202 	4.258
873	20.18	202 	4.263
874	20.19	202 	4.268
875	20.21	202 	4.272
876	20.22	202 	4.277
877	20.24	202 	4.282
878	20.25	203 	4.287
879	20.27	203 	4.292
880	20.28	203 	4.297
881	20.30	203 	4.302
882	20.31	203 	4.307
883	20.33	203 	4.312
884	20.34	203 	4.316
885	20.36	204 	4.321
886	20.37	204 	4.326
887	20.38	204 	4.331
888	20.40	204 	4.336
889	20.41	204 	4.341
890	20.43	204 	4.346
891	20.44	204 	4.351
892	20.46	205 	4.355
893	20.47	205 	4.360
894	20.49	205 	4.365
895	20.50	205 	4.370
896	20.52	205 	4.375
897	20.53	205 	4.380
898	20.55	205 	4.385
899	20.56	206 	4.390
900	20.57	206 	4.395
901	20.59	206 	4.399
902	20.60	206 	4.404
903	20.62	206 	4.409
904	20.63	206 	4.414
905	20.65	206 	4.419
906	20.66	207 	4.424
907	20.68	207 	4.429
908	20.69	207 	4.434
909	20.71	207 	4.438
910	20.72	207 	4.443
911	20.74	207 	4.448
912	20.75	208 	4.453
913	20.77	208 	4.458
914	20.78	208 	4.463
915	20.79	208 	4.468
916	20.81	208 	4.473
917	20.82	208 	4.478
918	20.84	208 	4.482
919	20.85	209 	4.487
920	20.87	209 	4.492
921	20.88	209 	4.497
922	20.90	209 	4.502
923	20.91	209 	4.507
924	20.93	209 	4.512
925	20.94	209 	4.517
926	20.96	210 	4.521
927	20.97	210 	4.526
928	20.98	210 	4.531
929	21.00	210 	4.536
930	21.01	210 	4.541
931	21.03	210 	4.546
932	21.04	210 	4.551
933	21.06	211 	4.556
934	21.07	211 	4.561
935	21.09	211 	4.565
936	21.10	211 	4.570
937	21.12	211 	4.575
938	21.13	211 	4.580
939	21.15	211 	4.585
940	21.16	212 	4.590
941	21.17	212 	4.595
942	21.19	212 	4.600
943	21.20	212 	4.604
944	21.22	212 	4.609
945	21.23	212 	4.614
946	21.25	212 	4.619
947	21.26	213 	4.624
948	21.28	213 	4.629
949	21.29	213 	4.634
950	21.31	213 	4.639
951	21.32	213 	4.644
952	21.34	213 	4.648
953	21.35	214 	4.653
954	21.37	214 	4.658
955	21.38	214 	4.663
956	21.39	214 	4.668
957	21.41	214 	4.673
958	21.42	214 	4.678
959	21.44	214 	4.683
960	21.45	215 	4.688
961	21.47	215 	4.692
962	21.48	215 	4.697
963	21.50	215 	4.702
964	21.51	215 	4.707
965	21.53	215 	4.712
966	21.54	215 	4.717
967	21.56	216 	4.722
968	21.57	216 	4.727
969	21.58	216 	4.731
970	21.60	216 	4.736
971	21.61	216 	4.741
972	21.63	216 	4.746
973	21.64	216 	4.751
974	21.66	217 	4.756
975	21.67	217 	4.761
976	21.69	217 	4.766
977	21.70	217 	4.771
978	21.72	217 	4.775
979	21.73	217 	4.780
980	21.75	217 	4.785
981	21.76	218 	4.790
982	21.78	218 	4.795
983	21.79	218 	4.800
984	21.80	218 	4.805
985	21.82	218 	4.810
986	21.83	218 	4.814
987	21.85	218 	4.819
988	21.86	219 	4.824
989	21.88	219 	4.829
990	21.89	219 	4.834
991	21.91	219 	4.839
992	21.92	219 	4.844
993	21.94	219 	4.849
994	21.95	220 	4.854
995	21.97	220 	4.858
996	21.98	220 	4.863
997	21.99	220 	4.868
998	22.01	220 	4.873
999	22.02	220 	4.878
1000	22.04	220 	4.883
1001	22.05	221 	4.888
1002	22.07	221 	4.893
1003	22.08	221 	4.897
1004	22.10	221 	4.902
1005	22.11	221 	4.907
1006	22.13	221 	4.912
1007	22.14	221 	4.917
1008	22.16	222 	4.922
1009	22.17	222 	4.927
1010	22.19	222 	4.932
1011	22.20	222 	4.937
1012	22.21	222 	4.941
1013	22.23	222 	4.946
1014	22.24	222 	4.951
1015	22.26	223 	4.956
1016	22.27	223 	4.961
1017	22.29	223 	4.966
1018	22.30	223 	4.971
1019	22.32	223 	4.976
1020	22.33	223 	4.980
1021	22.35	223 	4.985
1022	22.36	224 	4.990
1023	22.38	224 	4.995
